ID|英文|日本語訳|チャンク1|チャンク2|チャンク3|チャンク4
1403|You seem innately destined to be an artist. Your painting is just amazing.|あなたは生まれつきアーティストになる運命にあるようだ。あなたの絵はとにかく素晴らしい。|You seem^S+V^core^あなたは～のように見える|innately destined^Adjective(Passive)^core^先天的に運命づけられている|to be an artist.^Infinitive^modifier^アーティストになるように|Your painting is^S+V^core^あなたの絵は～だ
1404|I want to become a comedian because I love entertaining people and making them laugh.|私は人を楽しませたり笑わせたりするのが大好きなので、コメディアンになりたい。|I want to become^S+V^core^私はなりたい|a comedian^Complement^core^コメディアンに|because^Conjunction^connector^なぜなら|I love entertaining people^S+V+O^core^私は人々を楽しませるのが大好きだ
1405|The only geographical difference between these two areas is their elevation.|この2つの地域の地理的な違いは、標高だけだ。|The only geographical difference^Subject^core^唯一の地理的な違いは|between these two areas^Preposition^modifier^これら2つの地域間の|is^Verb^core^～である|their elevation.^Complement^core^それらの標高
1406|I heard that this water has minerals in it that are great for your health.|この水には健康に良いミネラルが含まれていると聞いた。|I heard^S+V^core^私は聞いた|that this water has^Clause^core^この水が持っていることを|minerals in it^Object+Modifier^core^その中にミネラルを|that are great^Relative Clause^modifier^素晴らしい
1407|I like most kinds of seafood, yet I hate scallops.|私はほとんどの魚介類が好きだが、ホタテは嫌いだ。|I like^S+V^core^私は好きだ|most kinds of seafood,^Object^core^ほとんどの種類の魚介類を|yet^Conjunction^connector^しかし|I hate scallops.^S+V+O^core^私はホタテが嫌いだ
1408|The biologist is studying the genetic qualities of bees at a cellular level.|その生物学者は、蜂の遺伝的特質を細胞レベルで研究している。|The biologist is studying^S+V^core^その生物学者は研究している|the genetic qualities^Object^core^遺伝的特質を|of bees^Preposition^modifier^蜂の|at a cellular level.^Preposition^modifier^細胞レベルで
1409|This AI tool was pioneered by Australian scientists.|このAIツールはオーストラリアの科学者によって開発（先駆け）された。|This AI tool^Subject^core^このAIツールは|was pioneered^Verb(Passive)^core^開拓された|by Australian scientists.^Preposition^modifier^オーストラリアの科学者によって|
1410|He's a seldom used bench player, but his performance on Saturday was really good.|彼はめったに使われない控え選手だが、土曜日のパフォーマンスは本当に良かった。|He's^S+V^core^彼は～だ|a seldom used bench player,^Complement^core^めったに使われないベンチプレイヤー|but^Conjunction^connector^しかし|his performance^Subject^core^彼のパフォーマンスは
1411|Saturday night was pretty wild, so I spent most of Sunday in recovery mode.|土曜の夜はかなり激しかったので、日曜のほとんどを回復モードで過ごした。|Saturday night was^S+V^core^土曜の夜は～だった|pretty wild,^Complement^core^かなり激しい|so^Conjunction^connector^だから|I spent^S+V^core^私は費やした
1412|I find statistics very boring because it involves a lot of calculation.|統計学は計算が多いので、とても退屈だと思う。|I find statistics^S+V+O^core^私は統計学が～だとわかる|very boring^Complement^core^とても退屈だと|because^Conjunction^connector^なぜなら|it involves^S+V^core^それは含むから
1413|Having a strong foundation in math is really helpful for doing well in physics.|数学のしっかりした基礎があることは、物理学で良い成績を収めるのに本当に役立つ。|Having a strong foundation^Gerund(Subject)^core^強い基礎を持つことは|in math^Preposition^modifier^数学において|is really helpful^V+C^core^本当に役立つ|for doing well^Preposition^modifier^うまくやるために
1414|If you want to be a good teacher, you should see your job as a labor of love.|良い教師になりたいなら、仕事を「好きでやっている奉仕」とみなすべきだ。|If^Conjunction^connector^もし|you want to be^S+V+C^core^あなたがなりたいなら|a good teacher,^Complement^core^良い教師に|you should see^S+V^core^あなたは見るべきだ
1415|I always enjoy hanging out with my grandpa because he shares so much wisdom with me.|祖父と過ごすのはいつも楽しい。彼は私に多くの知恵を授けてくれるからだ。|I always enjoy^S+V^core^私はいつも楽しむ|hanging out^Gerund^modifier^遊ぶ（過ごす）ことを|with my grandpa^Preposition^modifier^おじいちゃんと|because^Conjunction^connector^なぜなら
1416|I wonder why her conduct at work has been so unprofessional lately.|最近、職場での彼女の振る舞いがなぜあんなにプロらしくないのか不思議だ。|I wonder^S+V^core^私は不思議に思う|why^Conjunction^connector^なぜ|her conduct at work^Subject^core^職場での彼女の振る舞いが|has been^Verb^core^～であり続けているのか
1417|There are no distinctive features on the trail, so people get lost here all the time.|その道には目立った特徴がないため、人々はここでいつも道に迷う。|There are^Verb^core^～がある（ない）|no distinctive features^Subject^core^際立った特徴が何もない|on the trail,^Preposition^modifier^そのトレイル（道）には|so^Conjunction^connector^だから
1418|I'm so attached to this huge plush toy that my grandma gave me when I was three.|3歳の時に祖母がくれたこの巨大なぬいぐるみに、私はとても愛着がある。|I'm so attached^S+V+C^core^私はとても愛着がある|to this huge plush toy^Preposition^modifier^この巨大なぬいぐるみに|that my grandma gave me^Relative Clause^modifier^おばあちゃんが私にくれた|when I was three.^Adverb^modifier^私が3歳の時に
1419|This city has thrived over the past couple of years thanks to all the foreign visitors.|この街は外国人観光客のおかげで、ここ数年で繁栄した。|This city has thrived^S+V^core^この都市は繁栄した|over the past couple of years^Preposition^modifier^過去数年にわたって|thanks to^Preposition^modifier^～のおかげで|all the foreign visitors.^Noun^modifier^全ての外国人訪問者
